Type	Local Number	Message	Field 1	Value 1	Units 1	Field 2	Value 2	Units 2	Field 3	Value 3	Units 3	Field 4	Value 4	Units 4	Field 5	Value 5	Units 5	Field 6	Value 6	Units 6	Field 7	Value 7	Units 7	Field 8	Value 8	Units 8	Field 9	Value 9	Units 9	Field 10	Value 10	Units 10	Field 11	Value 11	Units 11	Field 12	Value 12	Units 12	Field 13	Value 13	Units 13	Field 14	Value 14	Units 14	Field 15	Value 15	Units 15	Field 16	Value 16	Units 16	Field 17	Value 17	Units 17	Field 18	Value 18	Units 18
Definition	0	file_id	type	1		manufacturer	1		time_created	1		product	1		product_name	13																																								
Data	0	file_id	type	4		manufacturer	294		time_created	1072172663		product	804		product_name	COROS PACE 3																																								
Definition	0	developer_data_id	manufacturer_id	1		developer_data_index	1		application_id	16																																														
Data	0	developer_data_id	manufacturer_id	294		developer_data_index	0		application_id	0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|71																																														
Definition	0	device_info	timestamp	1		manufacturer	1		product_name	13																																														
Data	0	device_info	timestamp	1072172663	s	manufacturer	294		product_name	COROS PACE 3																																														
Definition	0	activity	timestamp	1		total_timer_time	1		local_timestamp	1		num_sessions	1		type	1		event	1		event_type	1																																		
Data	0	activity	timestamp	1068980806		total_timer_time	3560.39	s	local_timestamp	1069009606		num_sessions	1		type	0		event	26		event_type	1																																		
Definition	0	event	timestamp	1		event	1		event_type	1		event_group	1																																											
Data	0	event	timestamp	1068980806	s	event	0		event_type	0		event_group	0																																											
Definition	0	record	timestamp	1		distance	1		activity_type	1																																														
Data	0	record	timestamp	1068980806	s	distance	0	m	activity_type	5																																														
Definition	0	record	timestamp	1		speed	1		activity_type	1		cadence	1		heart_rate	1																																								
Data	0	record	timestamp	1068980820	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	80	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980821	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	80	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980822	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	81	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980823	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	81	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980824	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	81	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980825	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	82	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980826	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	83	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980827	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	84	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980828	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	85	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980829	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	86	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980830	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	87	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980831	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	88	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980832	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	88	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980833	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	89	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980834	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	90	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980835	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	90	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980836	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	90	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980837	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980838	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980839	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980840	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980841	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980842	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980843	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	91	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980844	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	92	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980845	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	93	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980846	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	94	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980847	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	96	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980848	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	97	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980849	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	98	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980850	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	100	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980851	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	101	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980852	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	102	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980853	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	103	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980854	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980855	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980856	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980857	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																				
Data	0	record	timestamp	1068980858	s	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																				
Definition	0	record	timestamp	1		distance	1		speed	1		activity_type	1		cadence	1		heart_rate	1																																					
Data	0	record	timestamp	1068980859	s	distance	25	m	speed	0.621	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.621	m/s																																	
Data	0	record	timestamp	1068980860	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980861	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980862	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980863	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	104	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980864	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	105	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980865	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	105	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980866	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	105	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980867	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	105	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980868	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	105	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980869	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	106	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980870	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	107	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980871	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	108	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980872	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	109	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980873	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	110	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980874	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	110	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980875	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	111	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980876	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980877	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980878	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980879	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980880	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980881	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980882	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	112	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980883	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	113	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980884	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	113	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980885	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	113	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980886	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	113	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980887	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	113	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980888	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	114	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980889	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	116	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980890	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	117	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980891	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	119	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980892	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	120	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980893	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	121	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980894	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	121	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980895	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	122	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980896	s	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	122	bpm	enhanced_speed	0.637	m/s																																				
Data	0	record	timestamp	1068980897	s	distance	50	m	speed	0.637	m/s	activity_type	5		cadence	27	rpm	heart_rate	123	bpm	enhanced_speed	0.637	m/s																																	
Data	0	record	timestamp	1068980898	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980899	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980900	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980901	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980902	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980903	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980904	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980905	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980906	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980907	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980908	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980909	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980910	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980911	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980912	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980913	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980914	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	125	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980915	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980916	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	128	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980917	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980918	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980919	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980920	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980921	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980922	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980923	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980924	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980925	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980926	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980927	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980928	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980929	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980930	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980931	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980932	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980933	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980934	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980935	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980936	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980937	s	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																				
Data	0	record	timestamp	1068980938	s	distance	75	m	speed	0.662	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.662	m/s																																	
Data	0	record	timestamp	1068980939	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980940	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980941	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	128	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980942	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980943	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	126	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980944	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	125	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980945	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	125	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980946	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	125	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980947	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980948	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980949	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980950	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980951	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980952	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980953	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980954	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	122	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980955	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980956	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980957	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980958	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980959	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	123	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980960	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980961	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980962	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980963	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980964	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980965	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980966	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	124	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980967	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	125	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980968	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	127	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980969	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980970	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980971	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980972	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980973	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980974	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	132	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980975	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980976	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980977	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	131	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980978	s	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.599	m/s																																				
Data	0	record	timestamp	1068980979	s	distance	100	m	speed	0.599	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.599	m/s																																	
Data	0	record	timestamp	1068980980	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980981	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980982	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	129	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980983	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980984	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980985	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
Data	0	record	timestamp	1068980986	s	speed	0.594	m/s	activity_type	5		cadence	28	rpm	heart_rate	130	bpm	enhanced_speed	0.594	m/s																																				
